sample_id,gex_fq1,gex_fq2
CNS01,/mnt/data/NGS/Projects/CNS-scrnaseq/fastq/CNS_01/GEX/CNS_01_G_S1_L001_R1_001.fastq.gz,/mnt/data/NGS/Projects/CNS-scrnaseq/fastq/CNS_01/GEX/CNS_01_G_S1_L001_R2_001.fastq.gz
